sample	region	gene	qv1	qv2	qv_sum	qv_fraction	error_rate1	error_rate2	avg_error_rate	condition
NA18906	chr4_73431138_73456174	AFP	32.2152	31.6716	63.8868	0.91	0.000600454356325828	0.000680518600187666	0.000640486478256747	CMRGs-30X
NA20129	chr4_73431138_73456174	AFP	46.9859	46.9854	93.9713	1	2.00175075047369e-05	2.00198122381245e-05	2.00186598714307e-05	CMRGs-30X
HG00438	chr1_99850361_99924023	AGL	43.903	33.4889	77.3919	1	4.07098966650274e-05	0.000447826717316458	0.000244268306990743	CMRGs-30X
HG00621	chr1_99850361_99924023	AGL	43.9029	37.2131	81.116	0.98	4.07108340558314e-05	0.00018997217718221	0.000115341505619021	CMRGs-30X
HG00673	chr1_99850361_99924023	AGL	45.6641	42.6529	88.317	1	2.71387599761799e-05	5.42887697346957e-05	4.07137648554378e-05	CMRGs-30X
HG00735	chr1_99850361_99924023	AGL	51.6833	45.6638	97.3471	1	6.78687733673049e-06	2.71406347200553e-05	1.69637560283929e-05	CMRGs-30X
HG00741	chr1_99850361_99924023	AGL	48.6741	35.8859	84.56	1	1.35703172245409e-05	0.000257875450689913	0.000135722883957227	CMRGs-30X
HG01071	chr1_99850361_99924023	AGL	43.9029	39.132	83.0349	0.96	4.07108340558314e-05	0.000122123713016531	8.14172735361812e-05	CMRGs-30X
HG01106	chr1_99850361_99924023	AGL	51.6844	48.6744	100.3588	1	6.78515854452709e-06	1.35693798526125e-05	1.01772691985698e-05	CMRGs-30X
HG01109	chr1_99850361_99924023	AGL	51.6844	51.6833	103.3677	1	6.78515854452709e-06	6.78687733673049e-06	6.78601794062879e-06	CMRGs-30X
HG01175	chr1_99850361_99924023	AGL	43.9031	40.8929	84.796	0.95	4.07089592958073e-05	8.14160447092034e-05	6.10625020025053e-05	CMRGs-30X
HG01243	chr1_99850361_99924023	AGL	45.6638	51.6844	97.3482	1	2.71406347200553e-05	6.78515854452709e-06	1.69628966322912e-05	CMRGs-30X
HG01258	chr1_99850361_99924023	AGL	31.9532	31.7718	63.725	0.82	0.000637793369492825	0.000664997480685255	0.00065139542508904	CMRGs-30X
HG01358	chr1_99850361_99924023	AGL	41.6835	48.6741	90.3576	0.98	6.78656479667537e-05	1.35703172245409e-05	4.07179825956473e-05	CMRGs-30X
HG01361	chr1_99850361_99924023	AGL	36.6457	37.534	74.1797	0.97	0.000216486091683235	0.000176441198858062	0.000196463645270648	CMRGs-30X
HG01891	chr1_99850361_99924023	AGL	51.6846	51.6833	103.3679	1	6.78484608362345e-06	6.78687733673049e-06	6.78586171017697e-06	CMRGs-30X
HG01928	chr1_99850361_99924023	AGL	38.2602	39.6428	77.903	0.97	0.000149272566543881	0.000108572540488041	0.000128922553515961	CMRGs-30X
HG01952	chr1_99850361_99924023	AGL	48.6746	45.6643	94.3389	1	1.35687549739656e-05	2.71375102188736e-05	2.03531325964196e-05	CMRGs-30X
HG01978	chr1_99850361_99924023	AGL	48.6742	45.6643	94.3385	0.94	1.35700047600368e-05	2.71375102188736e-05	2.03537574894552e-05	CMRGs-30X
HG02055	chr1_99850361_99924023	AGL	29.3811	30.7505	60.1316	0.98	0.00115316114314623	0.000841298278025697	0.000997229710585964	CMRGs-30X
HG02080	chr1_99850361_99924023	AGL	48.6741	43.9023	92.5764	1	1.35703172245409e-05	4.0716458853947e-05	2.7143388039244e-05	CMRGs-30X
HG02145	chr1_99850361_99924023	AGL	48.6729	48.6729	97.3458	1	1.35740673598352e-05	1.35740673598352e-05	1.35740673598352e-05	CMRGs-30X
HG02148	chr1_99850361_99924023	AGL	45.6641	42.6529	88.317	1	2.71387599761799e-05	5.42887697346957e-05	4.07137648554378e-05	CMRGs-30X
HG02257	chr1_99850361_99924023	AGL	51.6838	36.6324	88.3162	1	6.78609601357876e-06	0.000217150083151949	0.000111968089582764	CMRGs-30X
HG02572	chr1_99850361_99924023	AGL	39.6437	48.673	88.3167	1	0.000108550043043033	1.35737548089821e-05	6.10618989260073e-05	CMRGs-30X
HG02622	chr1_99850361_99924023	AGL	45.6638	30.1012	75.765	1	2.71406347200553e-05	0.000976967237634228	0.000502053936177142	CMRGs-30X
HG02630	chr1_99850361_99924023	AGL	31.039	30.2236	61.2626	0.88	0.000787227034551168	0.000949817134724899	0.000868522084638034	CMRGs-30X
HG02717	chr1_99850361_99924023	AGL	40.8916	48.673	89.5646	1	8.1440419115305e-05	1.35737548089821e-05	4.75070869621435e-05	CMRGs-30X
HG02723	chr1_99850361_99924023	AGL	48.6721	39.1317	87.8038	1	1.35765680257603e-05	0.00012213214931514	6.785435867045e-05	CMRGs-30X
HG02886	chr1_99850361_99924023	AGL	38.674	39.6424	78.3164	1	0.000135706296962399	0.000108582540849097	0.000122144418905748	CMRGs-30X
HG03098	chr1_99850361_99924023	AGL	27.5033	31.0394	58.5427	0.99	0.00177692869218943	0.000787154531600721	0.00128204161189508	CMRGs-30X
HG03453	chr1_99850361_99924023	AGL	45.6627	38.2592	83.9219	0.99	2.71475098890063e-05	0.000149306941779976	8.82272258344913e-05	CMRGs-30X
HG03486	chr1_99850361_99924023	AGL	42.6538	40.2229	82.8767	1	5.42775204942693e-05	9.49970239497639e-05	7.46372722220166e-05	CMRGs-30X
HG03516	chr1_99850361_99924023	AGL	43.9032	40.2231	84.1263	1	4.07080219481707e-05	9.49926492758707e-05	6.78503356120207e-05	CMRGs-30X
HG03540	chr1_99850361_99924023	AGL	45.6637	41.6833	87.347	1	2.71412596634595e-05	6.78687733673049e-05	4.75050165153822e-05	CMRGs-30X
HG03579	chr1_99850361_99924023	AGL	43.9018	45.663	89.5648	0.97	4.07211467793603e-05	2.71456346702273e-05	3.39333907247938e-05	CMRGs-30X
NA18906	chr1_99850361_99924023	AGL	51.6832	41.6833	93.3665	0.93	6.78703361215551e-06	6.78687733673049e-05	3.73279034897302e-05	CMRGs-30X
NA20129	chr1_99850361_99924023	AGL	48.6729	37.5338	86.2067	0.99	1.35740673598352e-05	0.000176449324462645	9.50116959112403e-05	CMRGs-30X
HG00438	chr1_1020120_1058573	AGRN	42.8328	26.6526	69.4854	0.95	5.20858792755744e-05	0.00216142415192524	0.00110675501560041	CMRGs-30X
HG00621	chr1_1020120_1058573	AGRN	42.8328	28.941	71.7738	0.86	5.20858792755744e-05	0.00127614493174916	0.000664115405512368	CMRGs-30X
HG00673	chr1_1020120_1058573	AGRN	38.0619	45.8431	83.905	0.97	0.00015624639289238	2.60429393777731e-05	9.11446661350764e-05	CMRGs-30X
HG00735	chr1_1020120_1058573	AGRN	42.8449	34.0946	76.9395	1	5.19409633218102e-05	0.000389529183015114	0.000220735073168462	CMRGs-30X
HG00741	chr1_1020120_1058573	AGRN	37.4053	30.9383	68.3436	0.94	0.000181748150458458	0.000805693759815913	0.000493720955137185	CMRGs-30X
HG01106	chr1_1020120_1058573	AGRN	41.0722	37.3927	78.4649	0.99	7.81231956662038e-05	0.000182276214245714	0.000130199704955959	CMRGs-30X
HG01109	chr1_1020120_1058573	AGRN	36.8124	41.0902	77.9026	1	0.000208333926909717	7.78000721957521e-05	0.000143066999552734	CMRGs-30X
HG01175	chr1_1020120_1058573	AGRN	38.8536	36.3011	75.1547	0.98	0.000130208699118531	0.000234363513401247	0.000182286106259889	CMRGs-30X
HG01243	chr1_1020120_1058573	AGRN	33.8216	30.0533	63.8749	0.98	0.000414801196072613	0.000987802224854035	0.000701301710463324	CMRGs-30X
HG01258	chr1_1020120_1058573	AGRN	35.8439	41.0721	76.916	0.95	0.000260381425328733	7.81249945399716e-05	0.000169253209934352	CMRGs-30X
HG01358	chr1_1020120_1058573	AGRN	38.8536	41.072	79.9256	0.9	0.000130208699118531	7.81267934551604e-05	0.000104167746286846	CMRGs-30X
HG01361	chr1_1020120_1058573	AGRN	45.8433	28.9415	74.7848	0.99	2.60417400837083e-05	0.00127599801859151	0.000651019879337607	CMRGs-30X
HG01891	chr1_1020120_1058573	AGRN	48.8759	35.8486	84.7245	1	1.29541821673823e-05	0.000260099789069138	0.00013652698561826	CMRGs-30X
HG01928	chr1_1020120_1058573	AGRN	48.8534	42.833	91.6864	1	1.30214695588795e-05	5.20834806874208e-05	3.25524751231502e-05	CMRGs-30X
HG01952	chr1_1020120_1058573	AGRN	37.3844	42.8332	80.2176	0.96	0.000182624903727568	5.20810822097238e-05	0.000117352992968646	CMRGs-30X
HG01978	chr1_1020120_1058573	AGRN	41.0642	48.8534	89.9176	0.98	7.82672365366245e-05	1.30214695588795e-05	4.5644353047752e-05	CMRGs-30X
HG02055	chr1_1020120_1058573	AGRN	48.8453	41.0902	89.9355	1	1.30457784848209e-05	7.78000721957521e-05	4.54229253402865e-05	CMRGs-30X
HG02080	chr1_1020120_1058573	AGRN	38.8464	21.1722	60.0186	0.99	0.000130424746115911	0.0076344894625028	0.00388245710430936	CMRGs-30X
HG02145	chr1_1020120_1058573	AGRN	35.0709	38.075	73.1459	0.98	0.000311107155466968	0.00015577580348316	0.000233441479475064	CMRGs-30X
HG02148	chr1_1020120_1058573	AGRN	39.8225	42.8329	82.6554	1	0.000104171759591205	5.20846799676902e-05	7.81282197794476e-05	CMRGs-30X
HG02257	chr1_1020120_1058573	AGRN	38.8537	26.4029	65.2566	0.9	0.000130205700986953	0.00228933843725607	0.00120977206912151	CMRGs-30X
HG02572	chr1_1020120_1058573	AGRN	24.0283	29.6263	53.6546	0.99	0.00395521412460635	0.00108985820968875	0.00252253616714755	CMRGs-30X
HG02622	chr1_1020120_1058573	AGRN	34.7234	32.0461	66.7695	0.99	0.000337023356865648	0.00062429520604176	0.000480659281453704	CMRGs-30X
HG02630	chr1_1020120_1058573	AGRN	45.833	23.8936	69.7266	0.96	2.61035756034079e-05	0.00407981058129797	0.00205295707845069	CMRGs-30X
HG02717	chr1_1020120_1058573	AGRN	41.0638	39.8421	80.9059	1	7.82744455474915e-05	0.000103702684762524	9.0988565155008e-05	CMRGs-30X
HG02723	chr1_1020120_1058573	AGRN	25.3518	23.6884	49.0402	0.99	0.00291621809223512	0.00427720435159879	0.00359671122191696	CMRGs-30X
HG02886	chr1_1020120_1058573	AGRN	29.9511	41.0618	71.0129	0.9	0.00101132326945018	7.83105005631243e-05	0.000544816885006651	CMRGs-30X
HG03098	chr1_1020120_1058573	AGRN	41.067	38.8417	79.9087	1	7.82167920475605e-05	0.0001305659701353	0.00010439138109143	CMRGs-30X
HG03453	chr1_1020120_1058573	AGRN	27.5913	42.8619	70.4532	0.97	0.00174128556580819	5.17380433060633e-05	0.000896511804557125	CMRGs-30X
HG03486	chr1_1020120_1058573	AGRN	38.8598	36.8415	75.7013	1	0.000130022945443376	0.000206942647076169	0.000168482796259773	CMRGs-30X
HG03516	chr1_1020120_1058573	AGRN	39.8421	41.0638	80.9059	1	0.000103702684762524	7.82744455474915e-05	9.0988565155008e-05	CMRGs-30X
HG03540	chr1_1020120_1058573	AGRN	25.1869	45.8386	71.0255	0.94	0.00302907481438836	2.60699381006954e-05	0.00152757237624453	CMRGs-30X
HG03579	chr1_1020120_1058573	AGRN	42.8284	38.8486	81.677	1	5.2138676170751e-05	0.000130358693750598	9.12486849606747e-05	CMRGs-30X
NA18906	chr1_1020120_1058573	AGRN	41.0601	32.6273	73.6874	1	7.83411603839726e-05	0.000546097263140262	0.000312219211762118	CMRGs-30X
NA20129	chr1_1020120_1058573	AGRN	39.8107	34.0825	73.8932	0.97	0.00010445518437864	0.000390615974431089	0.000247535579404864	CMRGs-30X
HG00438	chr17_8095900_8133678	ALOXE3	24.4414	24.911	49.3524	0.87	0.00359633384361918	0.00322775081904805	0.00341204233133362	CMRGs-30X
HG00621	chr17_8095900_8133678	ALOXE3	31.2746	24.2315	55.5061	0.94	0.000745658546555304	0.00377441804628875	0.00226003829642203	CMRGs-30X
HG00673	chr17_8095900_8133678	ALOXE3	26.1888	28.3674	54.5562	0.94	0.00240502724179171	0.00145633068423777	0.00193067896301474	CMRGs-30X
HG00735	chr17_8095900_8133678	ALOXE3	31.9462	32.3393	64.2855	1	0.000638822199862908	0.000583539152092878	0.000611180675977893	CMRGs-30X
HG00741	chr17_8095900_8133678	ALOXE3	24.094	28.0575	52.1515	0.84	0.0038958300217813	0.00156404772179473	0.00272993887178801	CMRGs-30X
HG01071	chr17_8095900_8133678	ALOXE3	26.5786	35.3509	61.9295	0.97	0.00219856849330796	0.000291682249048613	0.00124512537117829	CMRGs-30X
HG01106	chr17_8095900_8133678	ALOXE3	30.5608	26.5817	57.1425	0.95	0.000878860609812037	0.00219699971205171	0.00153793016093187	CMRGs-30X
HG01109	chr17_8095900_8133678	ALOXE3	26.9611	26.5237	53.4848	0.89	0.00201321426959182	0.00222653742799756	0.00211987584879469	CMRGs-30X
HG01175	chr17_8095900_8133678	ALOXE3	29.0493	32.5435	61.5928	1	0.00124471521999358	0.000556736891164703	0.000900726055579141	CMRGs-30X
HG01243	chr17_8095900_8133678	ALOXE3	31.9637	36.7362	68.6999	1	0.00063625322987162	0.000212021547496065	0.000424137388683843	CMRGs-30X
HG01258	chr17_8095900_8133678	ALOXE3	31.4338	27.5786	59.0124	0.9	0.000718819748179405	0.00174638503020974	0.00123260238919457	CMRGs-30X
HG01358	chr17_8095900_8133678	ALOXE3	31.4337	29.7453	61.179	0.97	0.000718836299806329	0.00106040068595795	0.00088961849288214	CMRGs-30X
HG01361	chr17_8095900_8133678	ALOXE3	36.7355	25.1196	61.8551	0.9	0.000212055724086125	0.00307638014677524	0.00164421793543068	CMRGs-30X
HG01891	chr17_8095900_8133678	ALOXE3	39.7345	27.2529	66.9874	0.99	0.000106304096334456	0.00188239170327511	0.000994347899804784	CMRGs-30X
HG01928	chr17_8095900_8133678	ALOXE3	33.7062	32.7376	66.4438	0.99	0.000425970967192524	0.000532402394422811	0.000479186680807668	CMRGs-30X
HG01952	chr17_8095900_8133678	ALOXE3	27.9093	28.6128	56.5221	1	0.00161834086235066	0.00137632183530591	0.00149733134882829	CMRGs-30X
HG01978	chr17_8095900_8133678	ALOXE3	30.0662	27.14	57.2062	0.91	0.000984872474882879	0.00193196831701692	0.0014584203959499	CMRGs-30X
HG02055	chr17_8095900_8133678	ALOXE3	21.7232	28.8437	50.5669	0.87	0.00672480971398463	0.00130505856126828	0.00401493413762645	CMRGs-30X
HG02080	chr17_8095900_8133678	ALOXE3	34.309	31.5968	65.9058	1	0.000370766084000311	0.00069234091866532	0.000531553501332816	CMRGs-30X
HG02145	chr17_8095900_8133678	ALOXE3	29.9673	27.7077	57.675	0.96	0.00100755787086549	0.0016952353501963	0.0013513966105309	CMRGs-30X
HG02148	chr17_8095900_8133678	ALOXE3	26.9629	27.9744	54.9373	0.91	0.00201238003499451	0.00159426312108802	0.00180332157804126	CMRGs-30X
HG02257	chr17_8095900_8133678	ALOXE3	16.9258	28.3586	45.2844	0.98	0.0202964461106843	0.00145928460223713	0.0108778653564607	CMRGs-30X
HG02572	chr17_8095900_8133678	ALOXE3	31.2945	28.3425	59.637	0.99	0.000742249647468587	0.0014647044465747	0.00110347704702165	CMRGs-30X
HG02622	chr17_8095900_8133678	ALOXE3	25.9015	23.4569	49.3584	0.84	0.00256950815281408	0.00451138613002444	0.00354044714141926	CMRGs-30X
HG02630	chr17_8095900_8133678	ALOXE3	23.4997	24.1239	47.6236	0.85	0.00446714449026127	0.00386910040485457	0.00416812244755792	CMRGs-30X
HG02717	chr17_8095900_8133678	ALOXE3	25.0341	23.804	48.8381	0.92	0.00313754526463745	0.00416485609340742	0.00365120067902243	CMRGs-30X
HG02723	chr17_8095900_8133678	ALOXE3	23.4756	28.6927	52.1683	0.89	0.00449200261073696	0.00135123224365908	0.00292161742719802	CMRGs-30X
HG02886	chr17_8095900_8133678	ALOXE3	26.5212	29.3132	55.8344	0.94	0.00222781949494336	0.00117133197820691	0.00169957573657514	CMRGs-30X
HG03098	chr17_8095900_8133678	ALOXE3	31.7856	28.3639	60.1495	1	0.00066288776001569	0.0014575048211589	0.00106019629058729	CMRGs-30X
HG03453	chr17_8095900_8133678	ALOXE3	28.4436	39.7382	68.1818	0.98	0.00143100120676178	0.000106213568438655	0.000768607387600216	CMRGs-30X
HG03486	chr17_8095900_8133678	ALOXE3	28.1313	30.577	58.7083	1	0.00153769428405417	0.000875588401413115	0.00120664134273364	CMRGs-30X
HG03516	chr17_8095900_8133678	ALOXE3	31.4513	30.8466	62.2979	1	0.000715929074745366	0.000822886618436183	0.000769407846590775	CMRGs-30X
HG03540	chr17_8095900_8133678	ALOXE3	21.523	26.0679	47.5909	0.84	0.00704206452331207	0.00247291961860997	0.00475749207096102	CMRGs-30X
HG03579	chr17_8095900_8133678	ALOXE3	34.3025	28.8589	63.1614	1	0.000371321417772912	0.00130049893236144	0.000835910175067177	CMRGs-30X
NA18906	chr17_8095900_8133678	ALOXE3	32.3343	31.1212	63.4555	1	0.00058421136325087	0.00077246711505341	0.00067833923915214	CMRGs-30X
NA20129	chr17_8095900_8133678	ALOXE3	31.9454	31.2907	63.2361	1	0.000638939886099836	0.000742899387012391	0.000690919636556114	CMRGs-30X
HG00438	chr16_89266801_89491286	ANKRD11	27.8409	28.1676	56.0085	0.98	0.00164403099099802	0.00152489520923133	0.00158446310011468	CMRGs-30X
HG00621	chr16_89266801_89491286	ANKRD11	29.9244	25.5587	55.4831	0.97	0.00101755993757066	0.00278054546072907	0.00189905269914986	CMRGs-30X
HG00673	chr16_89266801_89491286	ANKRD11	24.9962	22.8333	47.8295	0.97	0.00316504580812413	0.00520798830122948	0.00418651705467681	CMRGs-30X
HG00735	chr16_89266801_89491286	ANKRD11	32.8512	36.3379	69.1891	0.97	0.000518656708983331	0.00023238602107604	0.000375521365029686	CMRGs-30X
HG00741	chr16_89266801_89491286	ANKRD11	26.9738	30.4426	57.4164	0.96	0.00200733566073817	0.000903108645877786	0.00145522215330798	CMRGs-30X
HG01071	chr16_89266801_89491286	ANKRD11	38.4464	29.7706	68.217	0.89	0.000143007890353607	0.00105424123752026	0.000598624563936931	CMRGs-30X
HG01106	chr16_89266801_89491286	ANKRD11	34.8647	30.053	64.9177	0.95	0.000326234585102711	0.000987870462171174	0.000657052523636942	CMRGs-30X
HG01109	chr16_89266801_89491286	ANKRD11	38.7267	34.4298	73.1565	1	0.000134069503173103	0.000360595248664164	0.000247332375918634	CMRGs-30X
HG01175	chr16_89266801_89491286	ANKRD11	32.0358	29.5737	61.6095	0.87	0.000625777580813471	0.0011031383935354	0.000864457987174434	CMRGs-30X
HG01243	chr16_89266801_89491286	ANKRD11	22.2263	25.3776	47.6039	0.94	0.00598921632933263	0.00289894516142878	0.0044440807453807	CMRGs-30X
HG01258	chr16_89266801_89491286	ANKRD11	28.2326	27.3716	55.6042	0.93	0.00150224234621178	0.00183163949712473	0.00166694092166826	CMRGs-30X
HG01358	chr16_89266801_89491286	ANKRD11	31.2719	25.9141	57.186	0.97	0.000746122265095324	0.00256206415244257	0.00165409320876895	CMRGs-30X
HG01361	chr16_89266801_89491286	ANKRD11	40.7335	34.0012	74.7347	1	8.44597905319582e-05	0.000397997184672948	0.000241228487602453	CMRGs-30X
HG01891	chr16_89266801_89491286	ANKRD11	53.4894	24.8461	78.3355	0.93	4.47775162328081e-06	0.00327634781528885	0.00164041278345606	CMRGs-30X
HG01928	chr16_89266801_89491286	ANKRD11	37.3667	29.6979	67.0646	0.9	0.000183370724123167	0.00107203755604536	0.000627704140084264	CMRGs-30X
HG01952	chr16_89266801_89491286	ANKRD11	36.3347	28.9849	65.3196	0.93	0.000232557312522535	0.00126331019226463	0.000747933752393582	CMRGs-30X
HG01978	chr16_89266801_89491286	ANKRD11	23.6373	28.0391	51.6764	0.92	0.00432782807610402	0.00157068826851434	0.00294925817230918	CMRGs-30X
HG02055	chr16_89266801_89491286	ANKRD11	30.311	39.1782	69.4892	1	0.000930893504637729	0.000120831453580488	0.000525862479109109	CMRGs-30X
HG02080	chr16_89266801_89491286	ANKRD11	30.1535	39.3459	69.4994	0.93	0.000965272647598571	0.00011625456086217	0.000540763604230371	CMRGs-30X
HG02145	chr16_89266801_89491286	ANKRD11	31.1618	29.0554	60.2172	0.99	0.000765279359419661	0.00124296814897515	0.00100412375419741	CMRGs-30X
HG02148	chr16_89266801_89491286	ANKRD11	30.8972	24.7707	55.6679	0.93	0.000813354736334859	0.0033337267510596	0.00207354074369723	CMRGs-30X
HG02257	chr16_89266801_89491286	ANKRD11	29.2562	31.5074	60.7636	0.92	0.00118680672891679	0.000706740533493821	0.000946773631205306	CMRGs-30X
HG02572	chr16_89266801_89491286	ANKRD11	28.0004	18.3378	46.3382	0.95	0.0015847472251257	0.0146629042972072	0.00812382576116643	CMRGs-30X
HG02622	chr16_89266801_89491286	ANKRD11	30.4635	26.5594	57.0229	0.97	0.000898772964152714	0.00220830980121879	0.00155354138268575	CMRGs-30X
HG02630	chr16_89266801_89491286	ANKRD11	36.04	35.8877	71.9277	1	0.000248885731828239	0.000257768592405619	0.000253327162116929	CMRGs-30X
HG02717	chr16_89266801_89491286	ANKRD11	29.0901	39.5165	68.6066	0.99	0.00123307644026773	0.000111776369600243	0.000672426404933984	CMRGs-30X
HG02723	chr16_89266801_89491286	ANKRD11	29.0453	36.6116	65.6569	0.99	0.0012458621731882	0.000218192591253711	0.000732027382220953	CMRGs-30X
HG02886	chr16_89266801_89491286	ANKRD11	40.2982	31.3739	71.6721	1	9.33641182505356e-05	0.000728802745474893	0.000411083431862714	CMRGs-30X
HG03098	chr16_89266801_89491286	ANKRD11	30.8027	26.3072	57.1099	0.94	0.000831246825958933	0.00234034562894767	0.0015857962274533	CMRGs-30X
HG03453	chr16_89266801_89491286	ANKRD11	31.8194	46.5295	78.3489	1	0.000657748702419967	2.22356587339724e-05	0.00033999218057697	CMRGs-30X
HG03486	chr16_89266801_89491286	ANKRD11	33.4717	27.7736	61.2453	0.99	0.000449603827761388	0.00166970597007549	0.00105965489891844	CMRGs-30X
HG03516	chr16_89266801_89491286	ANKRD11	20.541	27.1273	47.6683	0.94	0.00882876587165302	0.00193762620785976	0.00538319603975639	CMRGs-30X
HG03540	chr16_89266801_89491286	ANKRD11	30.4675	22.0343	52.5018	0.92	0.000897945544760219	0.00625993754062486	0.00357894154269254	CMRGs-30X
HG03579	chr16_89266801_89491286	ANKRD11	23.7888	30.4201	54.2089	0.99	0.00417945833395045	0.000907799627078643	0.00254362898051455	CMRGs-30X
NA18906	chr16_89266801_89491286	ANKRD11	29.6459	28.5977	58.2436	0.99	0.00108495068911886	0.0013811155022285	0.00123303309567368	CMRGs-30X
NA20129	chr16_89266801_89491286	ANKRD11	42.058	32.8143	74.8723	0.94	6.22586931038744e-05	0.000523082270288523	0.000292670481696199	CMRGs-30X
HG00438	chr2_241188509_241226226	ANO7	35.2634	39.6564	74.9198	0.97	0.000297618552419646	0.000108233075667162	0.000202925814043404	CMRGs-30X
HG00621	chr2_241188509_241226226	ANO7	35.7749	22.6743	58.4492	0.94	0.000264551360922474	0.00540219180792038	0.00283337158442143	CMRGs-30X
HG00673	chr2_241188509_241226226	ANO7	39.6567	30.359	70.0157	1	0.000108225599449387	0.00092066153750197	0.000514443568475678	CMRGs-30X
HG00735	chr2_241188509_241226226	ANO7	28.7904	25.0568	53.8472	0.75	0.00132117394396547	0.00312118851371907	0.00222118122884227	CMRGs-30X
HG00741	chr2_241188509_241226226	ANO7	37.2515	25.4089	62.6604	0.95	0.000188299861248258	0.00287812730705689	0.00153321358415257	CMRGs-30X
HG01071	chr2_241188509_241226226	ANO7	37.2515	35.2652	72.5167	1	0.000188299861248258	0.000297495225411199	0.000242897543329729	CMRGs-30X
HG01106	chr2_241188509_241226226	ANO7	22.8223	31.199	54.0213	0.77	0.00522119604058718	0.000758752264081846	0.00298997415233451	CMRGs-30X
HG01109	chr2_241188509_241226226	ANO7	35.6743	19.8545	55.5288	0.92	0.000270750956773553	0.0103407014585461	0.00530572620765985	CMRGs-30X
HG01175	chr2_241188509_241226226	ANO7	36.6575	35.2652	71.9227	0.99	0.000215898686425343	0.000297495225411199	0.000256696955918271	CMRGs-30X
